customer_id,segment,age,gender,state,occupation,registration_date,annual_income
C03071,retail,46,F,Chiapas,Sales,2022-09-17 14:10:33.208510628,388341.3383145075
C03072,retail,39,F,Hidalgo,Sales,2020-10-16 18:56:20.589269275,860217.2287757557
C03073,retail,63,M,Nayarit,Student,2020-03-13 06:32:31.049615223,276704.0021499569
C03074,retail,47,M,Durango,Student,2021-07-07 06:34:59.405243958,210064.94339222534
C03075,retail,30,F,Puebla,Sales,2021-07-02 18:29:14.588297013,318956.7689244976
C03076,retail,44,M,Sinaloa,Business Owner,2022-09-10 02:03:24.338211012,2302224.1926071486
C03077,SME,51,F,Morelos,Lawyer,2023-11-26 22:01:39.947890256,1098370.5261782138
C03078,retail,34,F,Nuevo León,Accountant,2025-01-30 16:53:32.911341338,404964.50117543765
C03079,retail,55,M,Campeche,Sales,2025-12-13 14:52:03.981239024,826649.7887784195
C03080,SME,46,M,Ciudad de México,Sales,2020-09-23 20:38:50.262379286,803335.3787603924
C03081,retail,18,F,Nayarit,Student,2020-03-22 20:12:51.911442762,282020.4447172527
C03082,retail,45,M,Michoacán,Retired,2023-02-12 18:09:34.855158987,612612.2701015747
C03083,retail,37,M,Coahuila,Lawyer,2023-02-20 17:37:35.051439959,1479751.8428965418
C03084,retail,48,M,Zacatecas,Student,2024-10-18 11:55:45.791353498,256143.11801352742
C03085,retail,53,M,Sinaloa,Lawyer,2020-09-08 20:01:25.805652232,1752348.0691276907
C03086,retail,44,F,Guerrero,Sales,2022-06-07 02:59:15.571995205,712625.1573005503
C03087,retail,61,F,Sonora,Engineer,2020-08-23 00:05:47.483421152,941172.192513488
C03088,retail,39,F,Campeche,Teacher,2023-05-10 06:35:43.742145282,615530.8239825157
C03089,retail,49,M,Puebla,Sales,2024-03-03 16:42:11.043815705,410073.35734297783
C03090,retail,51,M,Tamaulipas,Doctor,2022-03-19 01:17:14.017515724,1477002.8423356803
C03091,retail,40,F,Guerrero,Consultant,2021-04-22 23:10:32.127190574,528742.98420758
C03092,SME,51,F,Guerrero,Business Owner,2024-12-04 06:33:54.472446283,3488142.0215191715
C03093,retail,34,F,Sonora,Engineer,2022-03-23 10:14:05.748883862,553966.0173968035
C03094,retail,36,M,Campeche,Doctor,2024-08-07 18:08:07.055040344,1397314.9846325908
C03095,retail,26,F,Guerrero,Doctor,2020-03-30 01:24:45.024107817,1477349.0514131845
C03096,retail,44,M,Quintana Roo,Freelancer,2020-03-07 21:19:41.061672833,608611.1384032362
C03097,SME,45,F,Colima,Engineer,2024-06-12 06:50:10.143157958,1100016.1447884506
C03098,retail,56,F,San Luis Potosí,Lawyer,2020-08-04 02:45:58.188242919,1002865.9492666452
C03099,retail,51,F,Yucatán,Student,2025-09-20 04:34:06.794882043,199128.6027384165
C03100,retail,38,F,Veracruz,Consultant,2024-01-08 07:24:32.796987408,914974.3665477869
C03101,retail,27,F,Veracruz,Business Owner,2024-09-01 21:56:39.534520328,1997920.7485763032
C03102,retail,47,M,Yucatán,Business Owner,2025-03-03 05:11:48.504074242,3411873.192341805
C03103,SME,55,M,Baja California Sur,Accountant,2025-09-25 17:38:09.840076049,957304.422613313
C03104,retail,51,F,Michoacán,Lawyer,2022-11-03 16:38:43.893645338,846260.062093026
C03105,retail,55,M,Baja California,Government Employee,2023-01-12 13:10:52.779744960,361744.4721343099
C03106,retail,39,M,Chihuahua,Sales,2021-06-07 08:30:06.885953902,394073.9195168988
C03107,retail,36,M,Tamaulipas,Teacher,2024-03-29 16:02:11.431248874,418615.42550269526
C03108,retail,33,M,Morelos,Engineer,2025-10-12 15:54:34.865091295,695870.5418108508
C03109,retail,41,F,Guerrero,Business Owner,2020-04-21 08:27:28.946130896,1645787.2207191866
C03110,retail,41,M,Ciudad de México,Lawyer,2022-02-27 08:47:43.025176552,1159200.712938683
C03111,retail,44,F,Michoacán,Business Owner,2021-10-11 01:04:48.928394299,4380727.088669207
C03112,retail,40,F,Coahuila,Sales,2021-06-07 17:40:24.378557075,315226.62509332044
C03113,retail,40,M,Colima,Consultant,2020-11-29 14:39:46.399943311,1793045.9023470255
C03114,retail,32,F,Coahuila,Retired,2025-08-12 06:22:36.876249259,473654.29096073314
C03115,retail,53,M,Puebla,Freelancer,2023-05-05 04:02:19.153886868,860468.6668149306
C03116,retail,42,F,Chiapas,Government Employee,2020-03-14 03:06:27.551532663,870757.7997896275
C03117,retail,39,M,Quintana Roo,Sales,2022-01-08 19:22:31.871551012,447812.81114945735
C03118,retail,33,M,Coahuila,Doctor,2023-10-24 10:38:19.807238267,1467965.1778802606
C03119,retail,26,M,Nayarit,Business Owner,2021-08-10 23:57:06.650051795,1060066.030194737
C03120,retail,57,M,Nayarit,Retired,2025-06-05 19:42:17.009405354,487450.42771653103
C03121,retail,48,F,Michoacán,Consultant,2020-10-10 19:58:17.193799408,882205.3080012337
C03122,retail,22,M,Coahuila,Student,2020-07-26 23:20:39.657069859,228953.96363443928
C03123,retail,51,F,Puebla,Freelancer,2020-10-27 19:04:24.262988452,648864.5771286889
C03124,retail,53,M,Baja California,Freelancer,2024-11-12 17:49:18.371456387,1114512.6376306755
C03125,retail,43,F,Yucatán,Sales,2021-08-22 13:42:42.816098481,537028.4319480519
C03126,retail,61,F,Morelos,Business Owner,2021-07-23 03:42:02.870586572,3701176.5380339236
C03127,retail,44,M,Sinaloa,Student,2024-08-13 07:14:05.159695694,294212.5324668759
C03128,retail,24,M,Tabasco,Lawyer,2024-11-09 22:09:46.581634577,1193439.5920357786
C03129,SME,46,F,Colima,Accountant,2024-06-29 02:43:44.919162077,685817.358484972
C03130,retail,44,M,Baja California,Lawyer,2022-01-05 06:44:18.963881559,1767563.1049907603
C03131,retail,34,M,Nayarit,Engineer,2020-03-19 08:39:30.850108548,1079374.276149506
C03132,retail,48,F,Nuevo León,Sales,2023-03-22 14:49:18.605507762,860853.330125401
C03133,SME,21,F,Oaxaca,Student,2023-04-22 07:46:10.758500232,227667.4244335841
C03134,retail,53,F,Ciudad de México,Teacher,2021-01-16 09:48:15.800486176,578530.4525481202
C03135,retail,31,F,Guerrero,Sales,2025-10-01 10:54:44.296461660,412247.12286843534
C03136,retail,30,F,Querétaro,Consultant,2023-08-05 00:53:21.157658860,1798733.879127517
C03137,retail,40,F,Nuevo León,Teacher,2020-05-20 00:08:25.096002798,673232.6041479437
C03138,retail,47,F,Veracruz,Government Employee,2023-08-09 21:22:50.573775937,487506.78547662636
C03139,retail,43,M,Yucatán,Accountant,2020-07-02 05:36:43.437415115,473452.7900274099
C03140,retail,33,F,Colima,Engineer,2025-12-10 05:13:24.265717588,640514.5228473484
C03141,retail,35,M,Querétaro,Doctor,2025-04-12 12:46:39.453542366,1242983.12424037
C03142,SME,28,M,Colima,Lawyer,2024-07-27 17:16:16.226682451,926620.2166997571
C03143,retail,39,F,Durango,Lawyer,2020-06-16 07:29:00.977178899,1366333.6406834414
C03144,retail,54,M,Tamaulipas,Teacher,2025-12-29 12:00:15.527687779,440075.8307924924
C03145,retail,41,M,Nayarit,Student,2023-08-15 22:35:25.843917684,290021.1699593004
C03146,retail,52,M,México,Sales,2020-04-30 13:52:29.081443013,544188.9471831182
C03147,retail,59,F,San Luis Potosí,Retired,2022-12-16 12:27:37.845763058,473930.3764505478
C03148,retail,34,F,Zacatecas,Sales,2025-09-13 17:43:30.966613634,476242.5741742789
C03149,retail,39,M,Guanajuato,Doctor,2023-08-01 08:18:15.922651890,851126.5597503788
C03150,retail,68,M,Puebla,Retired,2020-04-02 07:40:53.081046701,472136.79583657056
C03151,retail,59,M,Sonora,Teacher,2025-09-09 07:18:20.286007279,609746.5552959485
C03152,retail,21,F,Jalisco,Student,2022-05-13 02:05:05.014235152,294362.7233574497
C03153,retail,46,F,México,Doctor,2023-01-02 02:43:48.893323083,853603.0086754881
C03154,retail,42,M,Jalisco,Sales,2022-12-05 06:23:46.279253659,768309.1895587051
C03155,retail,51,M,Guerrero,Government Employee,2025-05-10 11:10:31.156219727,486943.281684975
C03156,retail,33,F,Campeche,Teacher,2021-03-13 14:45:33.042044233,629127.6965224163
C03157,SME,31,F,Baja California Sur,Business Owner,2024-07-07 23:26:01.146697429,2170658.693301646
C03158,retail,33,M,Guerrero,Engineer,2020-09-18 09:21:10.946440545,580103.382318873
C03159,retail,35,M,Sinaloa,Retired,2024-02-02 09:22:42.642490094,525409.2613885346
C03160,retail,51,M,Sonora,Engineer,2022-04-12 22:24:22.984437517,1125733.9669416123
C03161,retail,27,F,Coahuila,Retired,2025-07-02 08:57:37.584829136,331715.14897975844
C03162,retail,34,F,Coahuila,Consultant,2023-06-25 09:56:36.719787847,532707.5311817966
C03163,retail,20,F,Querétaro,Student,2022-04-12 15:33:45.287708678,286061.891584259
C03164,retail,54,F,Sinaloa,Engineer,2024-03-26 21:55:47.803715671,988481.429992431
C03165,retail,57,F,Nuevo León,Student,2025-02-06 05:21:47.631913414,277044.3496223747
C03166,retail,38,F,Jalisco,Engineer,2022-10-03 21:28:03.728047620,541886.5171075473
C03167,SME,38,M,Aguascalientes,Student,2024-10-05 22:39:30.892960724,286855.5231819234
C03168,retail,47,M,Coahuila,Doctor,2020-12-05 15:29:08.479562951,1093409.643517332
C03169,retail,59,F,Sinaloa,Lawyer,2024-11-22 23:30:12.478046886,1677141.4979433399
C03170,retail,46,F,Yucatán,Teacher,2021-10-11 22:52:35.103285787,325969.9519661204
C03171,retail,33,M,Querétaro,Sales,2022-09-09 08:42:43.320726674,825125.8993037224
C03172,retail,22,M,Durango,Student,2024-07-18 17:54:03.163887065,260805.85808267648
C03173,retail,28,M,Nayarit,Government Employee,2021-05-12 19:41:23.142404805,687988.508553861
C03174,retail,42,M,Hidalgo,Doctor,2023-10-27 17:02:08.424412020,843246.6388857877
C03175,retail,34,M,Colima,Retired,2024-12-15 06:29:12.302645297,559788.5766307181
C03176,retail,44,F,Ciudad de México,Doctor,2020-02-22 15:26:01.156542985,1218442.518652875
C03177,retail,35,F,Sonora,Business Owner,2025-10-25 20:19:44.856382789,3823043.0867481055
C03178,retail,29,F,México,Lawyer,2021-06-19 13:50:50.008362430,1460060.88703762
C03179,retail,27,F,Colima,Accountant,2024-05-24 13:53:00.775158506,710614.469937426
C03180,retail,60,F,Sinaloa,Freelancer,2025-01-07 01:19:56.923375658,404681.4220339663
C03181,retail,52,M,Aguascalientes,Retired,2024-07-16 01:00:10.111640708,663536.6627537014
C03182,retail,62,M,Baja California Sur,Doctor,2020-04-10 19:24:20.323303024,1447913.6362709273
C03183,retail,48,M,Nuevo León,Doctor,2025-10-14 06:28:09.822261301,948352.1222324828
C03184,retail,36,F,Veracruz,Retired,2025-04-07 01:16:49.988924170,533794.6227622355
C03185,retail,57,M,Ciudad de México,Retired,2021-12-17 07:39:49.599402945,341291.94404321106
C03186,retail,41,F,Nuevo León,Lawyer,2025-01-08 23:16:10.977747476,1633470.2753997806
C03187,retail,44,M,México,Engineer,2023-12-27 21:32:19.616471293,568749.4206363248
C03188,retail,41,F,Zacatecas,Engineer,2023-11-11 19:12:35.684457182,1193139.156511628
C03189,retail,18,M,Jalisco,Student,2020-05-19 09:17:20.726114724,253304.04053425515
C03190,retail,61,F,Sonora,Retired,2020-11-07 16:18:40.426301325,260310.68307475906
C03191,retail,47,M,Aguascalientes,Sales,2021-11-10 03:33:53.280763960,823238.0469413947
C03192,SME,45,M,Baja California Sur,Accountant,2025-03-04 08:32:16.425046084,879121.4222842504
C03193,SME,41,F,Baja California,Freelancer,2022-03-25 05:00:03.233358999,897323.0422058295
C03194,retail,43,F,Sinaloa,Government Employee,2021-01-04 10:31:06.804390958,492522.89299041755
C03195,retail,34,F,Veracruz,Doctor,2025-04-08 20:13:41.438888178,1035757.7865196579
C03196,retail,49,F,Aguascalientes,Doctor,2025-12-28 10:39:46.335874188,1440093.0561349108
C03197,SME,26,F,Tabasco,Teacher,2022-11-13 09:17:19.062579301,553983.8276227737
C03198,retail,44,F,Nayarit,Business Owner,2025-04-08 08:33:55.362114005,772902.8078878883
C03199,retail,48,M,Aguascalientes,Retired,2025-07-09 17:30:10.481528186,397333.4820905912
C03200,retail,39,M,Ciudad de México,Sales,2023-12-16 11:16:04.671017905,639053.6979354398
C03201,retail,46,M,Coahuila,Government Employee,2025-09-11 18:27:26.501158616,403604.7135721552
C03202,retail,30,F,Veracruz,Engineer,2025-03-23 10:48:19.442271180,568803.8681144131
C03203,retail,30,F,Hidalgo,Sales,2022-02-18 18:27:46.976919855,288600.22212441446
C03204,retail,44,F,Morelos,Consultant,2024-04-12 04:44:37.146692356,1445870.2387071112
C03205,retail,50,M,Hidalgo,Student,2022-02-07 14:56:23.695372559,218472.01168472753
C03206,retail,19,M,Hidalgo,Student,2022-10-20 13:40:47.235199486,224841.81237039264
C03207,retail,48,F,Durango,Government Employee,2024-02-02 19:44:26.960272220,342028.31993294525
C03208,retail,35,M,Tamaulipas,Doctor,2020-10-25 09:00:53.473138810,1316613.9152279273
C03209,retail,39,F,Chihuahua,Engineer,2022-09-13 04:26:54.115519873,1036730.5178333237
C03210,retail,25,M,Chiapas,Accountant,2022-07-21 15:24:18.538307980,980605.7181987041
C03211,retail,31,M,Durango,Sales,2022-05-24 20:08:39.033378631,673581.8269283972
C03212,retail,53,F,Jalisco,Government Employee,2024-12-29 17:02:01.226932439,841302.7743169497
C03213,retail,42,M,Yucatán,Retired,2023-12-30 21:29:22.528092160,509752.4621170687
C03214,retail,37,M,Guanajuato,Teacher,2022-12-11 03:17:53.390652384,496655.3158954157
C03215,retail,40,F,Chiapas,Engineer,2022-12-15 01:19:23.871134795,681869.0385096895
C03216,retail,47,F,Campeche,Business Owner,2024-03-12 03:54:21.900081775,929523.429968456
C03217,retail,47,F,Baja California Sur,Teacher,2020-06-11 22:17:00.547428618,416729.07847329706
C03218,retail,41,F,Jalisco,Consultant,2021-11-12 14:50:40.721821121,1525440.0034119939
C03219,retail,55,M,Hidalgo,Teacher,2020-11-09 03:53:13.153933232,670734.8948389372
C03220,retail,53,M,San Luis Potosí,Doctor,2023-07-10 13:37:41.147949331,979349.8645073379
C03221,retail,46,M,Quintana Roo,Lawyer,2025-07-16 14:05:02.980444471,1403819.646264642
C03222,retail,42,M,Chiapas,Business Owner,2024-11-05 01:52:40.815777774,2756452.458885477
C03223,retail,49,M,Guerrero,Engineer,2025-05-06 15:56:47.255329041,939284.5201208986
C03224,retail,45,F,Sinaloa,Sales,2022-10-17 15:20:24.216427161,251054.19950929628
C03225,retail,54,M,Tamaulipas,Consultant,2023-09-08 05:36:15.584965946,683979.7983006228
C03226,retail,52,F,Quintana Roo,Business Owner,2021-11-08 18:49:24.135645738,1633191.0494650346
C03227,retail,29,M,Durango,Doctor,2022-05-20 07:10:01.714068659,1425416.7291092891
C03228,retail,28,M,Baja California,Doctor,2023-06-27 13:07:21.435917041,828369.3978204892
C03229,retail,33,M,Yucatán,Teacher,2023-09-11 08:04:07.665272436,527854.1147062936
C03230,retail,53,F,Coahuila,Accountant,2022-07-29 03:22:06.486702469,1050048.4504221461
C03231,retail,23,M,Coahuila,Business Owner,2025-02-28 04:32:51.898577632,3503901.298916437
C03232,retail,46,F,Campeche,Consultant,2023-05-15 15:12:42.092313475,1226606.667918953
C03233,retail,46,F,Guerrero,Freelancer,2020-08-03 03:45:58.424628485,585992.1655148477
C03234,retail,55,M,Zacatecas,Doctor,2020-06-12 05:23:03.176251644,1236937.251471672
C03235,retail,44,F,Zacatecas,Business Owner,2025-03-30 02:55:10.459765531,2765656.627829185
C03236,retail,25,F,Tamaulipas,Student,2021-11-20 18:42:31.924839263,264650.138555495
C03237,retail,30,F,San Luis Potosí,Doctor,2020-01-18 19:31:20.877001937,1232442.8240060853
C03238,SME,27,M,Campeche,Consultant,2020-05-23 23:17:44.561262309,1351113.5851346161
C03239,retail,35,F,Coahuila,Engineer,2025-07-18 04:34:12.441973097,1169768.2214280386
C03240,retail,39,F,Oaxaca,Doctor,2021-07-24 15:28:16.659401654,1384985.1840406845
C03241,retail,28,M,Hidalgo,Sales,2024-11-02 05:32:47.225883258,645758.2704224022
C03242,retail,59,M,Colima,Engineer,2021-04-05 21:55:55.953598101,877055.6985102146
C03243,retail,26,M,Jalisco,Retired,2022-02-11 01:39:47.637904111,575775.409661631
C03244,retail,58,M,Veracruz,Doctor,2020-08-12 20:31:55.545593109,1362741.6825949992
C03245,retail,56,M,Baja California Sur,Doctor,2024-06-19 13:39:27.630469032,1006666.2558123041
C03246,retail,52,M,Baja California,Freelancer,2023-06-03 23:41:58.820888577,866947.8498626044
C03247,retail,33,M,Durango,Business Owner,2025-03-30 03:55:53.082698787,1281164.2302855554
C03248,retail,46,F,Chihuahua,Business Owner,2024-08-16 23:25:38.675837959,2550941.123567773
C03249,retail,26,F,Quintana Roo,Sales,2022-02-19 21:58:40.417131296,859984.6755692774
C03250,retail,52,F,Coahuila,Business Owner,2025-01-23 04:29:35.142571537,2103087.5578552885
C03251,retail,41,F,Michoacán,Accountant,2025-05-13 10:47:56.171252284,507964.660427411
C03252,retail,37,M,Chihuahua,Student,2025-12-17 11:05:00.360049257,197537.64903314947
C03253,retail,27,M,Michoacán,Government Employee,2024-11-03 03:19:02.191289565,575610.3928127356
C03254,retail,18,F,Tabasco,Student,2023-01-12 22:30:10.928883430,207021.38303139427
C03255,retail,29,M,San Luis Potosí,Accountant,2020-07-01 23:33:28.783737200,698844.9897107268
C03256,retail,55,M,Guerrero,Consultant,2025-06-26 13:52:14.492753755,1578329.2747148578
C03257,retail,37,M,Querétaro,Retired,2021-04-02 23:07:50.794790182,649672.7825597819
C03258,retail,39,M,México,Lawyer,2020-07-27 08:25:18.820561774,732199.9479000829
C03259,retail,49,M,Querétaro,Student,2022-09-29 13:31:35.600042631,272209.7583399534
C03260,retail,63,M,Zacatecas,Doctor,2022-07-12 06:18:12.984859170,872436.302660516
C03261,retail,57,M,Baja California Sur,Sales,2023-09-15 20:43:53.358838948,496632.6564275435
C03262,retail,30,F,Tamaulipas,Student,2024-05-28 15:48:17.671876880,299586.7652189545
C03263,retail,18,M,Michoacán,Student,2021-12-13 14:44:51.250594265,188241.39718435102
C03264,retail,70,F,Nayarit,Retired,2024-05-12 21:39:09.256960096,260296.48783388746
C03265,retail,69,F,México,Retired,2021-10-02 22:35:50.757712956,400142.2336955634
C03266,retail,44,F,Quintana Roo,Consultant,2024-08-30 21:23:30.821938980,1926682.1948347953
C03267,retail,26,M,Chihuahua,Sales,2020-01-06 10:39:59.674251628,263024.97649180924
C03268,retail,53,F,Morelos,Freelancer,2024-06-27 13:00:10.995114741,422711.73593843053
C03269,retail,40,M,Baja California,Sales,2022-10-14 15:22:29.653695352,642056.1575224733
C03270,retail,40,M,Baja California,Government Employee,2023-07-25 12:43:00.902208339,463627.57483464235
C03271,retail,52,F,Morelos,Retired,2020-02-11 08:12:20.336515977,274213.48002420686
C03272,retail,46,M,Nuevo León,Doctor,2023-08-15 07:22:42.016315690,836711.3453601105
C03273,retail,27,M,Chiapas,Lawyer,2023-03-11 12:25:09.605592959,1270991.771295659
C03274,retail,38,M,Campeche,Doctor,2022-12-22 07:39:49.353867931,1193326.2986600995
C03275,retail,49,M,Tamaulipas,Retired,2022-06-09 15:36:11.616581218,567913.9241609906
C03276,retail,48,M,Nayarit,Accountant,2024-12-10 04:15:53.182625412,492218.9238581194
C03277,retail,45,F,Colima,Government Employee,2024-02-15 07:45:05.173661322,649896.6849103242
C03278,retail,53,M,Ciudad de México,Student,2021-07-24 12:53:57.721042580,252114.50112767145
C03279,retail,37,M,San Luis Potosí,Freelancer,2024-03-14 10:52:53.213483967,422376.08074668504
C03280,retail,44,F,Quintana Roo,Student,2023-03-08 21:34:49.971193377,245681.6679542953
C03281,retail,18,F,Sonora,Student,2025-08-29 09:54:58.560641829,264989.3092719111
C03282,retail,36,F,Nayarit,Government Employee,2020-10-31 08:50:42.700096486,993589.4312554202
C03283,retail,51,F,Yucatán,Business Owner,2021-12-01 01:00:59.093181910,3264618.227840483
C03284,retail,37,F,Yucatán,Doctor,2021-08-19 07:31:54.026286366,1402834.4190382431
C03285,retail,36,F,Querétaro,Accountant,2020-09-08 14:36:32.454066121,983571.758307752
C03286,retail,29,M,Guanajuato,Doctor,2024-02-02 14:50:31.940881145,1458187.7686179145
C03287,retail,54,F,Michoacán,Teacher,2021-07-02 22:02:04.193975982,589222.9618510203
C03288,retail,48,F,Michoacán,Doctor,2021-09-10 22:44:10.214190156,949170.5024741836
C03289,SME,51,F,Zacatecas,Freelancer,2022-12-04 03:23:27.693723455,498091.4257512823
C03290,retail,21,F,Campeche,Student,2025-05-15 15:29:27.595150690,274162.9803163146
C03291,retail,40,M,Puebla,Retired,2021-12-06 23:46:39.405495963,484370.75704305293
C03292,retail,38,M,Ciudad de México,Retired,2022-01-21 00:31:53.081078739,363089.1424391163
C03293,retail,38,F,Hidalgo,Student,2025-10-21 10:47:29.220449283,258801.09744053878
C03294,retail,34,M,Sinaloa,Business Owner,2025-02-17 06:20:31.599582916,4598105.282485871
C03295,SME,37,F,Oaxaca,Engineer,2024-09-11 22:47:39.100082832,750383.2588244274
C03296,retail,52,M,Colima,Retired,2025-09-14 22:11:37.293574200,518310.7850437136
C03297,retail,19,F,Guanajuato,Student,2020-03-17 08:08:46.611129288,249780.64520631102
C03298,retail,63,F,Puebla,Teacher,2020-06-07 19:02:17.301931967,350789.99502803414
C03299,retail,47,M,Ciudad de México,Sales,2023-01-02 08:52:28.595902075,308659.3331658266
C03300,retail,41,M,Nayarit,Government Employee,2020-11-16 04:16:37.428336909,922599.628139229
C03301,retail,52,M,Yucatán,Accountant,2023-07-14 01:38:08.165720580,1053476.7575539926
C03302,corporate,24,F,Oaxaca,Sales,2023-04-20 07:56:22.731708827,837758.0665394696
C03303,retail,34,F,Baja California Sur,Student,2022-09-25 12:00:50.414409045,227598.97198771822
C03304,retail,40,M,Quintana Roo,Student,2023-11-24 03:53:04.766923753,214514.698628112
C03305,retail,58,M,Veracruz,Government Employee,2023-01-16 05:34:46.334095162,959521.5363554254
C03306,retail,41,F,Nayarit,Teacher,2021-03-17 15:49:39.788373218,653121.8301919859
C03307,retail,47,F,Nuevo León,Business Owner,2022-12-17 17:59:03.040756815,4225215.385089784
C03308,retail,34,M,Ciudad de México,Teacher,2023-11-15 23:05:32.749484031,433674.3346620253
C03309,retail,47,M,San Luis Potosí,Engineer,2024-01-30 23:43:04.640768426,947120.4666390948
C03310,retail,62,F,Nayarit,Freelancer,2021-05-05 21:18:56.410018313,950421.0261758269
C03311,retail,53,F,Querétaro,Student,2022-10-27 11:57:01.787535475,249139.0917127689
C03312,retail,41,F,Michoacán,Retired,2024-05-23 17:34:32.811320838,520902.5519890978
C03313,retail,50,M,Jalisco,Business Owner,2020-10-09 22:29:23.690442852,3953758.2230707817
C03314,retail,48,F,Nuevo León,Lawyer,2020-10-29 00:28:52.111520299,1520194.3447399135
C03315,retail,48,F,Tamaulipas,Business Owner,2020-09-11 21:21:33.050463957,1731779.5011436976
C03316,retail,55,F,Tlaxcala,Lawyer,2022-09-14 12:19:18.187281134,1068810.0536974263
C03317,retail,55,M,Querétaro,Business Owner,2020-08-29 15:36:53.954126705,4059093.7942310087
C03318,retail,40,M,Veracruz,Lawyer,2020-11-06 15:18:20.933114149,913737.2708208783
C03319,retail,49,M,México,Retired,2020-06-15 03:49:32.040624554,662018.200285468
C03320,retail,37,F,Puebla,Accountant,2023-02-03 18:19:44.571086538,987226.1313582904
C03321,retail,30,M,Sonora,Business Owner,2024-11-02 15:22:35.554673221,4550462.580989219
C03322,retail,38,M,Campeche,Consultant,2022-12-03 00:32:11.978784034,945950.1754981057
C03323,retail,41,F,Guerrero,Student,2020-04-09 15:26:25.015115954,192614.14636567573
C03324,retail,22,M,Coahuila,Student,2022-08-18 18:12:20.450228391,192070.9762356891
C03325,retail,52,M,Guanajuato,Engineer,2023-01-31 11:49:57.558521409,889135.8337249507
C03326,retail,18,M,Sonora,Student,2021-11-18 01:45:26.438504763,216671.15847536575
C03327,retail,74,F,Coahuila,Retired,2024-01-15 16:48:50.399877845,368585.0210979277
C03328,retail,60,F,Oaxaca,Business Owner,2024-08-26 17:36:55.318517357,1656343.4164748713
C03329,retail,38,F,Baja California Sur,Sales,2025-09-14 21:20:12.694809859,615364.0089146589
C03330,retail,42,F,Campeche,Sales,2024-01-10 21:40:51.623498578,606262.4487291188
C03331,retail,45,M,Baja California,Teacher,2020-10-26 08:57:06.503348070,468925.4941093868
C03332,retail,34,F,Oaxaca,Sales,2021-04-01 18:59:05.049478024,339986.16134216054
C03333,retail,44,M,México,Student,2024-04-22 10:15:44.305089318,291456.30561552104
C03334,retail,40,M,Oaxaca,Accountant,2024-01-27 13:41:21.836623818,699555.6015165832
C03335,retail,40,M,Guerrero,Retired,2025-01-02 03:44:28.902063379,305639.1563675846
C03336,retail,44,M,Puebla,Consultant,2025-04-25 18:28:47.745762041,555618.4458115048
C03337,SME,26,M,Morelos,Teacher,2025-12-07 11:17:10.971844344,361037.4719497235
C03338,retail,42,M,Nayarit,Business Owner,2023-10-04 18:38:11.756529014,1977643.0937124486
C03339,retail,43,F,Colima,Sales,2022-08-04 14:13:48.375994800,659561.4199276861
C03340,retail,43,M,San Luis Potosí,Consultant,2023-12-13 13:52:03.385929849,1956404.47643253
C03341,retail,39,F,Colima,Consultant,2025-09-21 06:06:32.738190105,908101.7860765562
C03342,retail,55,M,Chiapas,Sales,2021-12-28 03:21:57.462601247,763373.5664947205
C03343,retail,37,M,San Luis Potosí,Lawyer,2021-06-17 18:46:27.280996300,1693664.5169430927
C03344,retail,44,M,Ciudad de México,Government Employee,2022-07-16 07:39:45.376496813,574101.1941093116
C03345,retail,57,M,Veracruz,Retired,2022-11-11 16:43:13.876764909,363973.37053974345
C03346,retail,41,M,Oaxaca,Sales,2021-12-01 00:21:02.576261085,569193.9757803376
C03347,retail,44,F,Oaxaca,Freelancer,2020-12-18 15:52:50.618568335,1096712.9949194076
C03348,retail,40,F,Quintana Roo,Student,2022-07-01 05:21:16.198139236,181317.83515860434
C03349,retail,56,M,Chiapas,Student,2024-10-31 10:47:43.603247344,238396.2638645295
C03350,retail,38,M,Tabasco,Lawyer,2022-05-06 00:37:14.068409912,1509115.0718814253
C03351,retail,57,F,Durango,Accountant,2020-08-17 05:54:01.689438886,820791.9015418594
C03352,retail,40,M,Aguascalientes,Teacher,2023-03-30 08:03:35.761111810,498936.2507411868
C03353,SME,31,M,San Luis Potosí,Lawyer,2021-07-23 04:44:24.830321175,1264336.3953172448
C03354,retail,50,F,Campeche,Freelancer,2020-10-19 23:19:01.214247219,819232.2771994963
C03355,retail,38,F,San Luis Potosí,Sales,2025-06-02 12:08:39.854226554,693349.5324516797
C03356,retail,49,F,Michoacán,Teacher,2025-03-11 13:40:47.718839348,442474.59073075245
C03357,retail,18,F,Nayarit,Student,2021-09-16 08:43:55.085761954,242085.4630070795
C03358,retail,42,M,Tamaulipas,Government Employee,2020-12-29 02:06:31.699622763,491499.42300591426
C03359,retail,36,M,Guerrero,Business Owner,2022-02-16 11:41:40.278729507,4931158.209631435
C03360,retail,29,M,Oaxaca,Government Employee,2023-05-25 00:28:50.338721212,431101.83431225934
C03361,retail,35,F,México,Accountant,2024-08-26 13:00:07.164408144,505460.20890680386
C03362,retail,35,F,Nayarit,Doctor,2020-12-27 21:57:36.548756860,988175.8618413928
C03363,retail,41,M,Chiapas,Doctor,2020-09-22 12:08:27.625251332,1444038.8954096376
C03364,retail,25,M,Sonora,Business Owner,2023-07-27 22:39:49.518931884,3533081.708620575
C03365,SME,45,M,Sonora,Doctor,2021-01-15 05:14:22.239970411,1119149.7239059408
C03366,retail,58,M,Jalisco,Freelancer,2023-02-20 18:01:51.572259572,1125396.3329651915
